SKU,Descripcion,Familia,Linea,Fabricante,Precio_Lista,Moneda,Porcentaje_IVA,Porcentaje_IEPS
G1224 - 6,SIX PACK DISPENSADOR DE PEZ CARE BEARS,DULCE C/AZ,PEZ,PEZ,377.5862,Pesos,16,0
MIXAMAR5,CHOCOLATES AMARGOS 5 PZAS,NULL,RITTER,RITTER,370.3704,Pesos,0,8
MXCHO 5,MIX CHOCOLATE 5 PZS,NULL,RITTER,RITTER,370.3704,Pesos,0,8
MR1000G,CAJA DESPACHADORA MINI RITTER CON 60PZAS,NULL,RITTER,RITTER,369.44,Pesos,0,8
AMK-PL003 K,AMOS GOMITAS PELABLES EN FORMA DE DURAZNO 1000 GR,GOMITAS,LANEZI,LANEZI,369,Pesos,0,8
RITTER10-1,KIT 10 DE MAYO 2020 - 1,GOMITAS,HARIBO,RITTER,365.74,Pesos,0,8
PADRE 3E,KIT 3E DEL DIA DEL PADRE 2020 EMPLEADOS,TABLETAS CHOCOLATE,RITTER,RITTER,362.5,Pesos,0,8
BEAN B3,PAQUETE 3 JELLY BELLY BEAN BOOZLED,GOMITAS,JELLY BELLY,JELLY BELLY,358.3333,Pesos,0,8
UE2009 TRIO,PAQUETE DE 3 PIEZAS CHOCOLATE YOGURTH CON MORAS RITTER 300 G,TABLETAS CHOCOLATE,RITTER,RITTER,350.9259,Pesos,0,8
85254150605 B - 12,PACK PINTALABIOS BARBIE 12 PZAS X 5 G,DOLCI IBERICA,DOLCI IBERICA,DOLCI IBERICA,347.222,Pesos,0,8
CHCOVA5,CHOCOLATE COLOR VARIETY 5 PZAS,NULL,RITTER,RITTER,342.5925,Pesos,0,8
777P,JELLY BELLY SABORES VARIOS PERLADOS 1 KG.,GOMITAS,JELLY BELLY,JELLY BELLY,340,Pesos,0,8
8513 K,TWIST INDIVIDUALES SABORES SURTIDOS A GRANEL,AGRIDULCES,,AMERICAN LICORICE COMPANY,340,Pesos,0,8
61800 PACK,5 PIEZAS DE CAJA SABORES BEANBOOZLED 1.6 OZ.,NULL,JELLY BELLY,JELLY BELLY,337.9629,Pesos,0,8
4 PACK CHOC1003,CHOCOLATE MR BEAST CON LECHE 4 PACK 240G,CHOCOLATES,FEASTABLES,FEASTABLES,332.4075,Pesos,0,8
4 PACK CHOCMB,CHOCOLATE MRS BEAST SURTIDO 4 PACK 240G,CHOCOLATES,FEASTABLES,FEASTABLES,332.4075,Pesos,0,8
4 PACK CHOC1000,CHOCOLATE MR BEAST SEMIAMARGO 4 PACK 240G,CHOCOLATES,FEASTABLES,FEASTABLES,332.4047,Pesos,0,8
PADRE 1E,KIT 1E DEL DIA DEL PADRE 2020 EMPLEADOS,TABLETAS CHOCOLATE,RITTER,RITTER,330.09,Pesos,0,8
B572004,SOUR RAINBOW/TUTTI FRUTII BELTS 1.6 KG,DULCES,CT BRANDS,CT BRANDS,330,Pesos,0,8
WF7086 TRIO,PAQUETE DE 3 PIEZAS DE CHOCOLATE AMARGO CON ALMENDRAS,TABLETAS CHOCOLATE,RITTER,RITTER,329,Pesos,0,8
971,JELLY BELLY JEWEL BLUEBERRY KG,NULL,JELLY BELLY,JELLY BELLY,326.5,Pesos,0,8
986,JELLY BELLY JEWEL SABORES SURTIDOS 1 KG,NULL,JELLY BELLY,JELLY BELLY,326.1,Pesos,0,8
956,JELLY BELLY SUNKIST LIME KG.,GOMITAS,JELLY BELLY,JELLY BELLY,326,Pesos,0,8
USCP2107 - 2 PACK,ESTUCHE CHOCOLATE MR BEAST EDICION PASCUA 350 GR,CHOCOLATES,FEASTABLES,FEASTABLES,324,Pesos,0,8
MRBEASTSURT345G,CHOCOLATE MR BEAST PAQUETE SURTIDO 345 GR,CHOCOLATES,FEASTABLES,FEASTABLES,323.61,Pesos,0,8
PACK 09224 - 6,PACK DE 6 PIEZAS DISPENSADOR DE PEZ  EMOJIS,DULCE C/AZ,PEZ,PEZ,323.2759,Pesos,16,0
PACK 240224 - 6, PACK DISPENSADOR DE PEZ MARS MISSION CON 6 PIEZAS,DULCE C/AZ,PEZ,PEZ,323.2759,Pesos,16,0
PACK 48224 - 6,DISPENSADOR DE PEZ PAW PATROL 6 PIEZAS,DULCE C/AZ,PEZ,PEZ,323.2759,Pesos,16,0
PACK 64224 - 6,DISPENSADOR DE PEZ BOB SPONGE 6 PIEZAS,DULCE C/AZ,PEZ,PEZ,323.2759,Pesos,16,0
PACK 105224 - 6,PACK DE DISPENSADORES DE PEZ KITTY LLAMA,DULCE C/AZ,PEZ,PEZ,323.2758,Pesos,16,0
PACK 109224 - 6,PACK DE DISPENSADORES DE PEZ HARRY POTTER,DULCE C/AZ,PEZ,PEZ,323.2758,Pesos,16,0
PACK 27224 - 6,PACK DE DISPENSADORES DE PEZ KITTY YOGA,DULCE C/AZ,PEZ,PEZ,323.2758,Pesos,16,0
PACK 879224 - 6,PACK DE 6 PIEZAS PEZ GABBY�S DOLLLHOUSE,DULCE C/AZ,PEZ,PEZ,323.2758,Pesos,16,0
PACK 108224 - 6,PACK DE 6 PZAS DISPENSADOR DE PEZ SCOOBY DOO,DULCE C/AZ,PEZ,PEZ,323.2358,Pesos,16,0
62213 COMBO,COMBO BEAN BOOZLED RULETA + BOTE,GOMITAS,JELLY BELLY,JELLY BELLY,315,Pesos,0,8
976,JELLY BELLY JEWEL SOUR APPLE KILO,NULL,JELLY BELLY,JELLY BELLY,315,Pesos,0,8
8354 FIVE PACK,PACK 5 PZ BITES SABORES SURTIDOS 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,313.888,Pesos,0,8
88001 FIVE PACK,PACK 5 PZ BITES SABOR DULCES SURTIDOS 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,313.888,Pesos,0,8
8902 FIVE PACK,PACK 5 PZ BITES SABORES FAN FLAVORS 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,313.888,Pesos,0,8
SP MIX FIVE PACK,PACK 5 PZ BITES DIFERENTES SABORES 105 GRS 12/3.7 OZ,GOMITAS,,AMERICAN LICORICE COMPANY,313.888,Pesos,0,8
9621N RUS TRI PACK,TRI PACK CARAMELO CUBIERTO DE CHOCOLATE CON LECHE S/A 85g,NULL,RUSSEL,RUSELL,310.1851,Pesos,0,8
9622N RUS TRI PACK,TRI PACK CHOCOLATE  S/A RELLENO DE MANTEQUILLA S/A 85 G,NULL,RUSSEL,RUSELL,310.1851,Pesos,0,8
9645N RUS TRIO,THREE PACK CREMA DE MANTEQUILLA CUBIERTA CON CHOCOLATE S/A 85g,NULL,RUSSEL,RUSELL,310.1851,Pesos,0,8
32342 HAR,HAPPY-COLA 2.268 KGS.,GOMITAS,HARIBO,HARIBO,310,Pesos,0,8
3361 HAR,RUEDAS LICORICE SABOR FRESA 2.268 KGS.,GOMITAS,HARIBO,HARIBO,310,Pesos,0,8
34123 HAR,GOMITAS DINOSAURIOS A GRANEL,GOMITAS,HARIBO,HARIBO,310,Pesos,0,8
45014 HAR,GOMITAS LETRAS ALFABETO GRANEL,GOMITAS,HARIBO,HARIBO,310,Pesos,0,8
GR32342 HAR,GOMITAS HAPPY COLA  GRANEL,GOMITAS,HARIBO,HARIBO,310,Pesos,0,8
230501 K,"GOMITAS SURTIDAS EN FORMA DE BLOQUES 1,000 G",GOMITAS,LANEZI,LANEZI,308,Pesos,0,8
230507 K ,GOMITAS SURTIDAS EN FORMA DE DINOSAURIOS 1000 G,GOMITAS,LANEZI,LANEZI,308,Pesos,0,8
230510 K ,"GOMITAS SURTIDAS EN FORMA DE CUPCAKES 1,000 G",GOMITAS,LANEZI,LANEZI,308,Pesos,0,8
UE67099 TRIO,3 PACK CHOCOLATE CON LECHE CON PISTACHE RITTER 300 G,TABLETAS CHOCOLATE,RITTER,RITTER,307.4074,Pesos,0,8
10043490 K,GOMITAS STARMIX A GRANEL 1KG,GOMITAS,HARIBO,HARIBO,305.25,Pesos,0,8
63965 COMBO,COMBO JELLY BELLY BEAN BOOZLED DISPENSER 3.5 OZ,GOMITAS,JELLY BELLY,JELLY BELLY,305,Pesos,0,8
WF7039 TRIO,PAQUETE DE 3 PIEZAS DE CHOCOLATE CON LECHE CON ALMENDRAS RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,304.63,Pesos,0,8
FS62609 - 3,RITTER SPORT PAQUETE DE 3 CHOCOLATES 70% CACAO 300 G,TABLETAS CHOCOLATE,RITTER,RITTER,304.6296,Pesos,0,8
WF7009 TRIO,PAQUETE DE 3 PIEZAS DE CHOCOLATE CON LECHE Y AVELLANAS,TABLETAS CHOCOLATE,RITTER,RITTER,304.6296,Pesos,0,8
WF7019 TRIO,PACK 3 PZ CHOCOLATE BLANCO CON AVELLANAS ENTERAS 100 GRS,TABLETAS CHOCOLATE,RITTER,RITTER,304.629,Pesos,0,8
PACK FW7049,RITTER SPORT CHOC CON LECHE CON ALMENDRA MIEL Y SAL 3 PZAS,TABLETAS CHOCOLATE,RITTER,RITTER,304.6269,Pesos,0,8
10043495,GOMITAS HARIBO OSITOS  1 KG,GOMITAS,HARIBO,HARIBO,300,Pesos,0,8
968,JELLY BELLY MARGARITA KG,GOMITAS,JELLY BELLY,JELLY BELLY,300,Pesos,0,8
SECHOAM 4,SELECCION DE CHOCOLATE AMARGO 4 PZAS,NULL,RITTER,RITTER,299,Pesos,0,8
WF289 TRIO,PAQUETE DE 3 PIEZAS DE CHOCO AMARGO RELLENO CREMA DE MENTA,TABLETAS CHOCOLATE,RITTER,RITTER,299,Pesos,0,8
1010219147K,MANGO ENCHILADO VALENTINA GRANEL 1 KG,FRUTA SECA,BALMORO,BALMORO,295,Pesos,0,8
50192100,MANGO ENCHILADO GRANEL 5 KG,FRUTA SECA,BALMORO,BALMORO,295,Pesos,0,8
50192100K,MANGO ENCHILADO GRANEL KG,FRUTA SECA,BALMORO,BALMORO,295,Pesos,0,8
MXCHO 4,MIX CHOCOLATE 4 PZS,NULL,RITTER,RITTER,293,Pesos,0,8
BOLSA KRAM,BOLSA SURTIDA KRAM,,,,292.1184,Pesos,0,8
HARIBO11-MIX,HARIBO MIX 10 BOLSAS SURTIDAS DE 80 - 150 GRAMOS,GOMITAS,HARIBO,HARIBO,291.6666,Pesos,0,8
EX189 PFS,CHOCO CON LECHE EXTRAFINO RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,290,Pesos,0,8
EX2699 PFS,CHOCO LECHE FRESA CON YOGURTH RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,290,Pesos,0,8
WF7009 PFS,CHOCOLATE CON LECHE CON AVELLANAS RITTER 100 G,TABLETAS CHOCOLATE,RITTER,RITTER,290,Pesos,0,8
5016,RED VINES TRAYS ORIGINAL FLAVOR 1588GRS/ 3.5 LB,GOMITAS,,AMERICAN LICORICE COMPANY,289,Pesos,0,8
5017,RED VINES LIC JARS 1588GRS/ 3.5 LB,GOMITAS,,AMERICAN LICORICE COMPANY,289,Pesos,0,8
BEAN B4,PAQUETE 4 JELLY BELLY BEAN BOOZLED,GOMITAS,JELLY BELLY,JELLY BELLY,283.3333,Pesos,0,8
4PACK PALP,4 PACK PALMINI TIRAS DELGADAS DE CORAZON DE PALMITO (LINGUINE),PALMINI,OA FOODS LLC,OA FOODS LLC,280,Pesos,0,0
3 PACK 1071B,CHOCOLATE RITTER SPORT VEGANO CON CARAMELO 3 PACK 300 G,TABLETAS CHOCOLATE,RITTER,RITTER,279.6296,Pesos,0,8
3 PACK 1091B,CHOCOLATE RITTER SPORT VEGANO SUAVE 3 PZS  (300 GRAMOS),TABLETAS CHOCOLATE,RITTER,RITTER,279.6296,Pesos,0,8
PACK 1031B,RITTER SPORT 3 PACK CHOCOLATE VEGANO C/ALMENDRAS CRUJIENTES,TABLETAS CHOCOLATE,RITTER,RITTER,279.6296,Pesos,0,8
PACK 1061B,PACK DE CHOCOLATE RITTER SPORT VEGANO C/NUECES 300 G,TABLETAS CHOCOLATE,RITTER,RITTER,279.6296,Pesos,0,8
67177,MR BEAST ESTUCHE SURTIDO CUPS AVELLANAS Y CREMA DE CACAHUATE 320 GRS,AGRIDULCES,RITTER,FEASTABLES,279,Pesos,0,8
DUO UE6229,DUO CHOCOLATE CON TROZOS DE AVELLANA 500 GRS,TABLETAS CHOCOLATE,RITTER,RITTER,277.777,Pesos,0,8
